"yaw [deg], yaw_time [ms], yaw_crc"
"-433.93,2044,1610.07"
"-433.93,2059,1625.07"
"-433.93,2074,1640.07"
"-433.93,2089,1655.07"
"-433.93,2104,1670.07"
"-433.93,2119,1685.07"
"-433.93,2134,1700.07"
"-433.93,2149,1715.07"
"-433.93,2164,1730.07"
"-433.93,2179,1745.07"
"-433.93,2194,1760.07"
"-433.93,2209,1775.07"
"-433.93,2224,1790.07"
"-433.93,2239,1805.07"
"-433.93,2254,1820.07"
"-433.93,2269,1835.07"
"-433.93,2284,1850.07"
"-433.93,2299,1865.07"
"-433.93,2314,1880.07"
"-433.93,2329,1895.07"
"-433.93,2344,1910.07"
"-433.93,2359,1925.07"
"-433.93,2374,1940.07"
"-433.93,2389,1955.07"
"-433.93,2404,1970.07"
"-433.93,2419,1985.07"
"-433.93,2434,2000.07"
"-433.93,2449,2015.07"
"-433.93,2464,2030.07"
"-433.93,2479,2045.07"
"-433.93,2494,2060.07"
"-433.93,2509,2075.07"
"-433.93,2524,2090.07"
"-433.93,2539,2105.07"
"-433.93,2554,2120.07"
"-433.93,2569,2135.07"
"-433.93,2584,2150.07"
"-433.93,2599,2165.07"
"-433.93,2614,2180.07"
"-433.93,2629,2195.07"
"-433.93,2644,2210.07"
"-433.93,2659,2225.07"
"-433.93,2674,2240.07"
"-433.93,2689,2255.07"
"-433.93,2704,2270.07"
"-433.93,2719,2285.07"
"-433.93,2734,2300.07"
"-433.93,2749,2315.07"
"-433.93,2764,2330.07"
"-433.93,2779,2345.07"
"-433.93,2794,2360.07"
"-433.93,2809,2375.07"
"-433.93,2824,2390.07"
"-433.93,2839,2405.07"
"-433.93,2854,2420.07"
"-433.93,2869,2435.07"
"-433.93,2884,2450.07"
"-433.93,2899,2465.07"
"-433.93,2914,2480.07"
"-433.93,2929,2495.07"
"-433.93,2944,2510.07"
"-433.93,2959,2525.07"
"-433.93,2974,2540.07"
"-433.93,2989,2555.07"
"-433.93,3004,2570.07"
"-433.93,3019,2585.07"
"-433.93,3034,2600.07"
"-433.93,3049,2615.07"
"-433.93,3064,2630.07"
"-433.93,3079,2645.07"
"-433.93,3094,2660.07"
"-433.93,3109,2675.07"
"-433.93,3124,2690.07"
"-433.93,3139,2705.07"
"-433.93,3154,2720.07"
"-433.93,3169,2735.07"
"-433.93,3184,2750.07"
"-433.93,3199,2765.07"
"-433.93,3214,2780.07"
"-433.93,3229,2795.07"
"-433.93,3244,2810.07"
"-433.93,3259,2825.07"
"-433.93,3274,2840.07"
"-433.93,3289,2855.07"
"-433.93,3304,2870.07"
"-433.93,3319,2885.07"
"-433.93,3334,2900.07"
"-433.93,3349,2915.07"
"-433.93,3364,2930.07"
"-433.93,3379,2945.07"
"-433.93,3394,2960.07"
"-433.93,3409,2975.07"
"-433.93,3424,2990.07"
"-433.93,3439,3005.07"
"-433.93,3454,3020.07"
"-433.93,3469,3035.07"
"-433.93,3484,3050.07"
"-433.93,3499,3065.07"
"-433.93,3514,3080.07"
"-433.93,3529,3095.07"
"-433.93,3544,3110.07"
"-433.93,3559,3125.07"
"-433.93,3574,3140.07"
"-433.93,3589,3155.07"
"-433.93,3604,3170.07"
"-433.93,3619,3185.07"
"-433.93,3634,3200.07"
"-433.93,3649,3215.07"
"-433.93,3664,3230.07"
"-433.93,3679,3245.07"
"-433.93,3694,3260.07"
"-433.93,3709,3275.07"
"-433.93,3724,3290.07"
"-433.93,3739,3305.07"
"-433.93,3754,3320.07"
"-433.92,3769,3335.08"
"-433.96,3784,3350.04"
"-434.02,3799,3364.98"
"-434.04,3814,3379.96"
"-434.05,3829,3394.95"
"-434.04,3844,3409.96"
"-434.04,3859,3424.96"
"-434.04,3874,3439.96"
"-434.04,3889,3454.96"
"-434.07,3904,3469.93"
"-434.08,3919,3484.92"
"-434.11,3934,3499.89"
"-434.20,3949,3514.80"
"-434.22,3964,3529.78"
"-434.26,3979,3544.74"
"-434.29,3994,3559.71"
"-434.33,4009,3574.67"
"-434.38,4024,3589.62"
"-434.45,4039,3604.55"
"-434.52,4054,3619.48"
"-434.58,4069,3634.42"
"-434.62,4084,3649.38"
"-434.66,4099,3664.34"
"-434.70,4114,3679.30"
"-434.73,4129,3694.27"
"-434.76,4144,3709.24"
"-434.82,4159,3724.18"
"-434.89,4174,3739.11"
"-434.99,4189,3754.01"
"-435.10,4204,3768.90"
"-435.19,4219,3783.80"
"-435.28,4234,3798.72"
"-435.35,4249,3813.65"
"-435.42,4264,3828.58"
"-435.48,4279,3843.52"
"-435.55,4294,3858.45"
"-435.60,4309,3873.40"
"-435.65,4324,3888.35"
"-435.72,4339,3903.28"
"-435.79,4354,3918.21"
"-435.87,4369,3933.13"
"-435.96,4384,3948.04"
"-436.06,4399,3962.94"
"-436.15,4414,3977.85"
"-436.23,4429,3992.77"
"-436.30,4444,4007.70"
"-436.38,4459,4022.62"
"-436.46,4474,4037.54"
"-436.56,4489,4052.44"
"-436.67,4504,4067.33"
"-436.80,4519,4082.20"
"-436.92,4534,4097.08"
"-437.06,4549,4111.94"
"-437.18,4564,4126.82"
"-437.31,4579,4141.69"
"-437.43,4594,4156.57"
"-437.55,4609,4171.45"
"-437.68,4624,4186.32"
"-437.80,4639,4201.19"
"-437.93,4654,4216.07"
"-438.06,4669,4230.94"
"-438.19,4684,4245.81"
"-438.33,4699,4260.67"
"-438.46,4714,4275.54"
"-438.60,4729,4290.40"
"-438.72,4744,4305.28"
"-438.86,4759,4320.14"
"-438.98,4774,4335.02"
"-439.11,4789,4349.89"
"-439.24,4804,4364.76"
"-439.37,4819,4379.63"
"-439.49,4834,4394.51"
"-439.61,4849,4409.39"
"-439.73,4864,4424.27"
"-439.84,4879,4439.16"
"-439.94,4894,4454.06"
"-440.05,4909,4468.95"
"-440.14,4924,4483.85"
"-440.24,4939,4498.76"
"-440.35,4954,4513.65"
"-440.45,4969,4528.55"
"-440.54,4984,4543.46"
"-440.64,4999,4558.36"
"-440.74,5014,4573.26"
"-440.85,5029,4588.15"
"-440.95,5044,4603.05"
"-441.05,5059,4617.95"
"-441.16,5074,4632.84"
"-441.27,5089,4647.73"
"-441.38,5104,4662.62"
"-441.49,5119,4677.51"
"-441.59,5134,4692.41"
"-441.68,5149,4707.32"
"-441.78,5164,4722.22"
"-441.87,5179,4737.13"
"-441.96,5194,4752.04"
"-442.07,5209,4766.93"
"-442.17,5224,4781.83"
"-442.29,5239,4796.71"
"-442.40,5254,4811.60"
"-442.52,5269,4826.48"
"-442.65,5284,4841.35"
"-442.76,5299,4856.24"
"-442.89,5314,4871.11"
"-443.02,5329,4885.98"
"-443.14,5344,4900.86"
"-443.27,5359,4915.73"
"-443.40,5374,4930.60"
"-443.54,5389,4945.46"
"-443.68,5404,4960.32"
"-443.83,5419,4975.17"
"-443.98,5434,4990.02"
"-444.13,5449,5004.87"
"-444.29,5464,5019.71"
"-444.46,5479,5034.54"
"-444.64,5494,5049.36"
"-444.81,5509,5064.19"
"-444.98,5524,5079.02"
"-445.16,5539,5093.84"
"-445.34,5554,5108.66"
"-445.54,5569,5123.46"
"-445.74,5584,5138.26"
"-445.96,5599,5153.04"
"-446.17,5614,5167.83"
"-446.40,5629,5182.60"
"-446.63,5644,5197.37"
"-446.86,5659,5212.14"
"-447.09,5674,5226.91"
"-447.33,5689,5241.67"
"-447.55,5704,5256.45"
"-447.79,5719,5271.21"
"-448.01,5734,5285.99"
"-448.23,5749,5300.77"
"-448.45,5764,5315.55"
"-448.68,5779,5330.32"
"-448.90,5794,5345.10"
"-449.14,5809,5359.86"
"-449.38,5824,5374.62"
"-449.63,5839,5389.37"
"-449.87,5854,5404.13"
"-450.13,5869,5418.87"
"-450.39,5884,5433.61"
"-450.64,5899,5448.36"
"-450.89,5914,5463.11"
"-451.15,5929,5477.85"
"-451.42,5944,5492.58"
"-451.68,5959,5507.32"
"-451.95,5974,5522.05"
"-452.22,5989,5536.78"
"-452.50,6004,5551.50"
"-452.78,6019,5566.22"
"-453.07,6034,5580.93"
"-453.35,6049,5595.65"
"-453.64,6064,5610.36"
"-453.91,6079,5625.09"
"-454.18,6094,5639.82"
"-454.44,6109,5654.56"
"-454.71,6124,5669.29"
"-454.98,6139,5684.02"
"-455.25,6154,5698.75"
"-455.51,6169,5713.49"
"-455.77,6184,5728.23"
"-456.03,6199,5742.97"
"-456.29,6214,5757.71"
"-456.55,6229,5772.45"
"-456.80,6244,5787.20"
"-457.06,6259,5801.94"
"-457.33,6274,5816.67"
"-457.58,6289,5831.42"
"-457.83,6304,5846.17"
"-458.08,6319,5860.92"
"-458.33,6334,5875.67"
"-458.59,6349,5890.41"
"-458.83,6364,5905.17"
"-459.07,6379,5919.93"
"-459.31,6394,5934.69"
"-459.54,6409,5949.46"
"-459.76,6424,5964.23"
"-459.99,6439,5979.01"
"-460.21,6454,5993.79"
"-460.41,6469,6008.59"
"-460.62,6484,6023.38"
"-460.83,6499,6038.17"
"-461.03,6514,6052.97"
"-461.24,6529,6067.76"
"-461.45,6544,6082.55"
"-461.65,6559,6097.35"
"-461.85,6574,6112.15"
"-462.05,6589,6126.95"
"-462.24,6604,6141.76"
"-462.42,6619,6156.58"
"-462.60,6634,6171.40"
"-462.76,6649,6186.24"
"-462.92,6664,6201.08"
"-463.09,6679,6215.91"
"-463.27,6694,6230.73"
"-463.45,6709,6245.55"
"-463.63,6724,6260.37"
"-463.81,6739,6275.19"
"-463.99,6754,6290.01"
"-464.17,6769,6304.83"
"-464.35,6784,6319.65"
"-464.53,6799,6334.46"
"-464.71,6814,6349.29"
"-464.87,6829,6364.13"
"-465.02,6844,6378.98"
"-465.17,6859,6393.83"
"-465.33,6874,6408.67"
"-465.48,6889,6423.52"
"-465.63,6904,6438.37"
"-465.79,6919,6453.21"
"-465.96,6934,6468.04"
"-466.13,6949,6482.87"
"-466.32,6964,6497.68"
"-466.51,6979,6512.48"
"-466.71,6994,6527.29"
"-466.93,7009,6542.07"
"-467.15,7024,6556.85"
"-467.38,7039,6571.62"
"-467.62,7054,6586.38"
"-467.86,7069,6601.14"
"-468.09,7084,6615.91"
"-468.32,7099,6630.68"
"-468.55,7114,6645.45"
"-468.77,7129,6660.23"
"-468.99,7144,6675.01"
"-469.21,7159,6689.79"
"-469.42,7174,6704.58"
"-469.64,7189,6719.36"
"-469.85,7204,6734.15"
"-470.08,7219,6748.92"
"-470.30,7234,6763.70"
"-470.54,7249,6778.46"
"-470.76,7264,6793.24"
"-471.01,7279,6807.99"
"-471.24,7294,6822.76"
"-471.48,7309,6837.52"
"-471.73,7324,6852.27"
"-471.98,7339,6867.02"
"-472.23,7354,6881.77"
"-472.48,7369,6896.52"
"-472.74,7384,6911.26"
"-472.99,7399,6926.00"
"-473.25,7414,6940.75"
"-473.50,7429,6955.50"
"-473.75,7444,6970.25"
"-474.01,7459,6984.99"
"-474.27,7474,6999.73"
"-474.55,7489,7014.45"
"-474.83,7504,7029.17"
"-475.12,7519,7043.88"
"-475.42,7534,7058.58"
"-475.72,7549,7073.28"
"-476.03,7564,7087.97"
"-476.34,7579,7102.66"
"-476.66,7594,7117.34"
"-476.97,7609,7132.03"
"-477.29,7624,7146.71"
"-477.60,7639,7161.40"
"-477.92,7654,7176.08"
"-478.22,7669,7190.78"
"-478.53,7684,7205.47"
"-478.84,7699,7220.16"
"-479.14,7714,7234.86"
"-479.45,7729,7249.55"
"-479.76,7744,7264.24"
"-480.09,7759,7278.91"
"-480.41,7774,7293.59"
"-480.73,7789,7308.27"
"-481.05,7804,7322.95"
"-481.36,7819,7337.63"
"-481.67,7834,7352.33"
"-481.99,7849,7367.01"
"-482.31,7864,7381.69"
"-482.64,7879,7396.36"
"-482.98,7894,7411.02"
"-483.33,7909,7425.67"
"-483.69,7924,7440.31"
"-484.05,7939,7454.95"
"-484.40,7954,7469.60"
"-484.76,7969,7484.24"
"-485.12,7984,7498.88"
"-485.48,7999,7513.52"
"-485.85,8014,7528.15"
"-486.22,8029,7542.78"
"-486.59,8044,7557.41"
"-486.96,8059,7572.04"
"-487.32,8074,7586.68"
"-487.69,8089,7601.31"
"-488.06,8104,7615.94"
"-488.43,8119,7630.57"
"-488.81,8134,7645.19"
"-489.19,8149,7659.81"
"-489.58,8164,7674.42"
"-489.97,8179,7689.03"
"-490.36,8194,7703.64"
"-490.74,8209,7718.26"
"-491.15,8224,7732.85"
"-491.54,8239,7747.46"
"-491.95,8254,7762.05"
"-492.35,8269,7776.65"
"-492.76,8284,7791.24"
"-493.15,8299,7805.85"
"-493.53,8314,7820.47"
"-493.91,8329,7835.09"
"-494.27,8344,7849.73"
"-494.63,8359,7864.37"
"-494.98,8374,7879.02"
"-495.34,8389,7893.66"
"-495.70,8404,7908.30"
"-496.06,8419,7922.94"
"-496.43,8434,7937.57"
"-496.80,8449,7952.20"
"-497.17,8464,7966.83"
"-497.51,8479,7981.49"
"-497.85,8494,7996.15"
"-498.18,8509,8010.82"
"-498.49,8524,8025.51"
"-498.81,8539,8040.19"
"-499.11,8554,8054.89"
"-499.42,8569,8069.58"
"-499.72,8584,8084.28"
"-500.01,8599,8098.99"
"-500.29,8614,8113.71"
"-500.57,8629,8128.43"
"-500.83,8644,8143.17"
"-501.08,8659,8157.92"
"-501.33,8674,8172.67"
"-501.58,8689,8187.42"
"-501.82,8704,8202.18"
"-502.07,8719,8216.93"
"-502.33,8734,8231.67"
"-502.57,8749,8246.43"
"-502.80,8764,8261.20"
"-503.05,8779,8275.95"
"-503.28,8794,8290.72"
"-503.51,8809,8305.49"
"-503.74,8824,8320.26"
"-503.97,8839,8335.03"
"-504.20,8854,8349.80"
"-504.41,8869,8364.59"
"-504.64,8884,8379.36"
"-504.85,8899,8394.14"
"-505.07,8914,8408.93"
"-505.29,8929,8423.71"
"-505.51,8944,8438.49"
"-505.73,8959,8453.27"
"-505.95,8974,8468.05"
"-506.18,8989,8482.82"
"-506.39,9004,8497.61"
"-506.62,9019,8512.38"
"-506.84,9034,8527.16"
"-507.08,9049,8541.92"
"-507.30,9064,8556.70"
"-507.52,9079,8571.48"
"-507.75,9094,8586.25"
"-507.97,9109,8601.03"
"-508.18,9124,8615.82"
"-508.39,9139,8630.61"
"-508.60,9154,8645.40"
"-508.80,9169,8660.20"
"-508.99,9184,8675.01"
"-509.17,9199,8689.83"
"-509.34,9214,8704.66"
"-509.48,9229,8719.52"
"-509.61,9244,8734.39"
"-509.71,9259,8749.29"
"-509.80,9274,8764.20"
"-509.86,9289,8779.14"
"-509.91,9304,8794.09"
"-509.93,9319,8809.07"
"-509.95,9334,8824.05"
"-509.96,9349,8839.04"
"-509.95,9364,8854.05"
"-509.93,9379,8869.07"
"-509.91,9394,8884.09"
"-509.89,9409,8899.11"
"-509.88,9424,8914.12"
"-509.87,9439,8929.13"
"-509.86,9454,8944.14"
"-509.86,9469,8959.14"
"-509.86,9484,8974.14"
"-509.87,9499,8989.13"
"-509.87,9514,9004.13"
"-509.87,9529,9019.13"
"-509.86,9544,9034.14"
"-509.83,9559,9049.17"
"-509.81,9574,9064.19"
"-509.78,9589,9079.22"
"-509.74,9604,9094.26"
"-509.69,9619,9109.31"
"-509.64,9634,9124.36"
"-509.58,9649,9139.42"
"-509.51,9664,9154.49"
"-509.44,9679,9169.56"
"-509.35,9694,9184.65"
"-509.25,9709,9199.75"
"-509.14,9724,9214.86"
"-509.02,9739,9229.98"
"-508.89,9754,9245.11"
"-508.74,9769,9260.26"
"-508.59,9784,9275.41"
"-508.43,9799,9290.57"
"-508.25,9814,9305.75"
"-508.07,9829,9320.93"
"-507.87,9844,9336.13"
"-507.65,9859,9351.35"
"-507.43,9874,9366.57"
"-507.19,9889,9381.81"
"-506.92,9904,9397.08"
"-506.65,9919,9412.35"
"-506.35,9934,9427.65"
"-506.03,9949,9442.97"
"-505.71,9964,9458.29"
"-505.37,9979,9473.63"
"-505.02,9994,9488.98"
"-504.65,10009,9504.35"
"-504.27,10024,9519.73"
"-503.89,10039,9535.11"
"-503.50,10054,9550.50"
"-503.10,10069,9565.90"
"-502.69,10084,9581.30"
"-502.30,10099,9596.70"
"-501.88,10114,9612.12"
"-501.47,10129,9627.53"
"-501.05,10144,9642.95"
"-500.62,10159,9658.37"
"-500.20,10174,9673.80"
"-499.77,10189,9689.23"
"-499.34,10204,9704.66"
"-498.91,10219,9720.08"
"-498.49,10234,9735.51"
"-498.08,10249,9750.92"
"-497.65,10264,9766.34"
"-497.25,10279,9781.75"
"-496.84,10294,9797.16"
"-496.43,10309,9812.57"
"-496.03,10324,9827.97"
"-495.63,10339,9843.37"
"-495.23,10354,9858.77"
"-494.85,10369,9874.15"
"-494.47,10384,9889.53"
"-494.09,10399,9904.91"
"-493.72,10414,9920.28"
"-493.35,10429,9935.65"
"-492.99,10444,9951.01"
"-492.64,10459,9966.36"
"-492.31,10474,9981.69"
"-491.98,10489,9997.02"
"-491.64,10504,10012.36"
"-491.33,10519,10027.67"
"-491.00,10534,10043.00"
"-490.67,10549,10058.33"
"-490.35,10564,10073.65"
"-490.02,10579,10088.98"
"-489.69,10594,10104.31"
"-489.35,10609,10119.65"
"-489.01,10624,10134.99"
"-488.66,10639,10150.34"
"-488.32,10654,10165.68"
"-487.97,10669,10181.03"
"-487.62,10684,10196.38"
"-487.27,10699,10211.73"
"-486.93,10714,10227.07"
"-486.58,10729,10242.42"
"-486.24,10744,10257.76"
"-485.90,10759,10273.10"
"-485.56,10774,10288.44"
"-485.22,10789,10303.78"
"-484.87,10804,10319.13"
"-484.51,10819,10334.49"
"-484.15,10834,10349.85"
"-483.79,10849,10365.21"
"-483.42,10864,10380.58"
"-483.05,10879,10395.95"
"-482.68,10894,10411.32"
"-482.30,10909,10426.70"
"-481.91,10924,10442.09"
"-481.53,10939,10457.47"
"-481.14,10954,10472.86"
"-480.74,10969,10488.26"
"-480.35,10984,10503.65"
"-479.95,10999,10519.05"
"-479.56,11014,10534.44"
"-479.16,11029,10549.84"
"-478.76,11044,10565.24"
"-478.36,11059,10580.64"
"-477.95,11074,10596.05"
"-477.54,11089,10611.46"
"-477.13,11104,10626.87"
"-476.70,11119,10642.30"
"-476.28,11134,10657.72"
"-475.87,11149,10673.13"
"-475.45,11164,10688.55"
"-475.05,11179,10703.95"
"-474.65,11194,10719.35"
"-474.25,11209,10734.75"
"-473.88,11224,10750.12"
"-473.50,11239,10765.50"
"-473.12,11254,10780.88"
"-472.74,11269,10796.26"
"-472.37,11284,10811.63"
"-472.01,11299,10826.99"
"-471.65,11314,10842.35"
"-471.30,11329,10857.70"
"-470.96,11344,10873.04"
"-470.62,11359,10888.38"
"-470.29,11374,10903.71"
"-469.97,11389,10919.03"
"-469.66,11404,10934.34"
"-469.34,11419,10949.66"
"-469.03,11434,10964.96"
"-468.72,11449,10980.28"
"-468.41,11464,10995.59"
"-468.12,11479,11010.88"
"-467.82,11494,11026.18"
"-467.54,11509,11041.46"
"-467.26,11524,11056.74"
"-467.01,11539,11071.99"
"-466.76,11554,11087.24"
"-466.51,11569,11102.49"
"-466.26,11584,11117.74"
"-466.03,11599,11132.97"
"-465.79,11614,11148.21"
"-465.57,11629,11163.43"
"-465.34,11644,11178.66"
"-465.12,11659,11193.88"
"-464.90,11674,11209.10"
"-464.68,11689,11224.32"
"-464.46,11704,11239.54"
"-464.26,11719,11254.74"
"-464.08,11734,11269.92"
"-463.90,11749,11285.10"
"-463.72,11764,11300.28"
"-463.54,11779,11315.46"
"-463.37,11794,11330.63"
"-463.19,11809,11345.81"
"-463.02,11824,11360.98"
"-462.86,11839,11376.14"
"-462.70,11854,11391.30"
"-462.55,11869,11406.45"
"-462.41,11884,11421.59"
"-462.28,11899,11436.72"
"-462.14,11914,11451.86"
"-462.01,11929,11466.99"
"-461.88,11944,11482.12"
"-461.76,11959,11497.24"
"-461.64,11974,11512.36"
"-461.51,11989,11527.49"
"-461.38,12004,11542.62"
"-461.27,12019,11557.73"
"-461.16,12034,11572.84"
"-461.07,12049,11587.93"
"-460.98,12064,11603.02"
"-460.90,12079,11618.10"
"-460.83,12094,11633.17"
"-460.76,12109,11648.24"
"-460.71,12124,11663.29"
"-460.67,12139,11678.33"
"-460.65,12154,11693.35"
"-460.62,12169,11708.38"
"-460.60,12184,11723.40"
"-460.59,12199,11738.41"
"-460.58,12214,11753.42"
"-460.58,12229,11768.42"
"-460.58,12244,11783.42"
"-460.58,12259,11798.42"
"-460.57,12274,11813.42"
"-460.57,12289,11828.42"
"-460.57,12304,11843.42"
"-460.56,12319,11858.44"
"-460.55,12334,11873.45"
"-460.52,12349,11888.48"
"-460.50,12364,11903.50"
"-460.47,12379,11918.53"
"-460.44,12394,11933.56"
"-460.39,12409,11948.61"
"-460.36,12424,11963.64"
"-460.30,12439,11978.70"
"-460.25,12454,11993.75"
"-460.18,12469,12008.82"
"-460.10,12484,12023.90"
"-460.03,12499,12038.97"
"-459.96,12514,12054.04"
"-459.92,12529,12069.08"
"-459.86,12544,12084.14"
"-459.84,12559,12099.16"
"-459.80,12574,12114.20"
"-459.78,12589,12129.22"
"-459.78,12604,12144.22"
"-459.78,12619,12159.22"
"-459.77,12634,12174.23"
"-459.81,12649,12189.19"
"-459.80,12664,12204.20"
"-459.85,12679,12219.15"
"-459.83,12694,12234.17"
"-459.85,12709,12249.14"
"-459.86,12724,12264.14"
"-459.87,12739,12279.13"
"-459.87,12754,12294.13"
"-459.87,12769,12309.13"
"-459.88,12784,12324.12"
"-459.88,12799,12339.12"
"-459.88,12814,12354.12"
"-459.88,12829,12369.12"
"-459.88,12844,12384.12"
"-459.88,12859,12399.12"
"-459.88,12874,12414.12"
"-459.88,12889,12429.12"
"-459.88,12904,12444.12"
"-459.88,12919,12459.12"
"-459.88,12934,12474.12"
"-459.88,12949,12489.12"
"-459.88,12964,12504.12"
"-459.88,12979,12519.12"
"-459.88,12994,12534.12"
"-459.88,13009,12549.12"
"-459.88,13024,12564.12"
"-459.88,13039,12579.12"
"-459.88,13054,12594.12"
"-459.88,13069,12609.12"
"-459.88,13084,12624.12"
"-459.88,13099,12639.12"
"-459.88,13114,12654.12"
"-459.88,13129,12669.12"
"-459.88,13144,12684.12"
"-459.88,13159,12699.12"
"-459.88,13174,12714.12"
"-459.88,13189,12729.12"
"-459.88,13204,12744.12"
"-459.88,13219,12759.12"
"-459.88,13234,12774.12"
"-459.88,13249,12789.12"
"-459.88,13264,12804.12"
"-459.88,13279,12819.12"
"-459.88,13294,12834.12"
"-459.88,13309,12849.12"
"-459.88,13324,12864.12"
"-459.88,13339,12879.12"
"-459.88,13354,12894.12"
"-459.88,13369,12909.12"
"-459.88,13384,12924.12"
"-459.88,13399,12939.12"
"-459.88,13414,12954.12"
"-459.88,13429,12969.12"
"-459.88,13444,12984.12"
"-459.88,13459,12999.12"
"-459.88,13474,13014.12"
"-459.88,13489,13029.12"
"-459.88,13504,13044.12"
"-459.88,13519,13059.12"
"-459.88,13534,13074.12"
"-459.88,13549,13089.12"
"-459.88,13564,13104.12"
"-459.88,13579,13119.12"
"-459.88,13594,13134.12"
"-459.88,13609,13149.12"
"-459.88,13624,13164.12"
"-459.88,13639,13179.12"
"-459.88,13654,13194.12"
"-459.88,13669,13209.12"
"-459.88,13684,13224.12"
"-459.88,13699,13239.12"
"-459.88,13714,13254.12"
"-459.88,13729,13269.12"
"-459.88,13744,13284.12"
"-459.88,13759,13299.12"
"-459.88,13774,13314.12"
"-459.88,13789,13329.12"
"-459.88,13804,13344.12"
"-459.88,13819,13359.12"
"-459.88,13834,13374.12"
"-459.88,13849,13389.12"
"-459.88,13864,13404.12"
"-459.88,13879,13419.12"
"-459.88,13894,13434.12"
"-459.88,13909,13449.12"
"-459.88,13924,13464.12"
"-459.88,13939,13479.12"
"-459.88,13954,13494.12"
"-459.88,13969,13509.12"
"-459.88,13984,13524.12"
"-459.88,13999,13539.12"
"-459.88,14014,13554.12"
"-459.88,14029,13569.12"
"-459.88,14044,13584.12"
"-459.88,14059,13599.12"
