"yaw [deg], yaw_time [ms], yaw_crc"
"-828.99,3919,3090.01"
"-828.99,3934,3105.01"
"-828.99,3949,3120.01"
"-828.99,3964,3135.01"
"-828.99,3979,3150.01"
"-828.99,3994,3165.01"
"-828.99,4009,3180.01"
"-828.99,4024,3195.01"
"-828.99,4039,3210.01"
"-828.99,4054,3225.01"
"-828.99,4069,3240.01"
"-828.99,4084,3255.01"
"-828.99,4099,3270.01"
"-828.99,4114,3285.01"
"-828.99,4129,3300.01"
"-828.99,4144,3315.01"
"-828.99,4159,3330.01"
"-828.99,4174,3345.01"
"-828.99,4189,3360.01"
"-828.99,4204,3375.01"
"-828.99,4219,3390.01"
"-828.99,4234,3405.01"
"-828.99,4249,3420.01"
"-828.99,4264,3435.01"
"-828.99,4279,3450.01"
"-828.99,4294,3465.01"
"-828.99,4309,3480.01"
"-828.99,4324,3495.01"
"-828.99,4339,3510.01"
"-828.99,4354,3525.01"
"-828.99,4369,3540.01"
"-828.99,4384,3555.01"
"-828.99,4399,3570.01"
"-828.99,4414,3585.01"
"-828.99,4429,3600.01"
"-828.99,4444,3615.01"
"-828.99,4459,3630.01"
"-828.99,4474,3645.01"
"-828.99,4489,3660.01"
"-828.99,4504,3675.01"
"-828.99,4519,3690.01"
"-828.99,4534,3705.01"
"-828.99,4549,3720.01"
"-828.99,4564,3735.01"
"-828.99,4579,3750.01"
"-828.99,4594,3765.01"
"-828.99,4609,3780.01"
"-828.99,4624,3795.01"
"-828.99,4639,3810.01"
"-828.99,4654,3825.01"
"-828.99,4669,3840.01"
"-828.99,4684,3855.01"
"-828.99,4699,3870.01"
"-828.99,4714,3885.01"
"-828.99,4729,3900.01"
"-828.99,4744,3915.01"
"-828.99,4759,3930.01"
"-828.99,4774,3945.01"
"-828.99,4789,3960.01"
"-828.99,4804,3975.01"
"-828.99,4819,3990.01"
"-828.99,4834,4005.01"
"-828.99,4849,4020.01"
"-828.99,4864,4035.01"
"-828.99,4879,4050.01"
"-828.99,4894,4065.01"
"-828.99,4909,4080.01"
"-828.99,4924,4095.01"
"-828.99,4939,4110.01"
"-828.99,4954,4125.01"
"-828.99,4969,4140.01"
"-828.99,4984,4155.01"
"-828.99,4999,4170.01"
"-828.99,5014,4185.01"
"-828.99,5029,4200.01"
"-828.99,5044,4215.01"
"-828.99,5059,4230.01"
"-828.99,5074,4245.01"
"-828.99,5089,4260.01"
"-828.99,5104,4275.01"
"-828.99,5119,4290.01"
"-828.99,5134,4305.01"
"-828.99,5149,4320.01"
"-828.99,5164,4335.01"
"-828.99,5179,4350.01"
"-828.99,5194,4365.01"
"-828.99,5209,4380.01"
"-828.99,5224,4395.01"
"-828.99,5239,4410.01"
"-828.99,5254,4425.01"
"-828.99,5269,4440.01"
"-828.99,5284,4455.01"
"-828.99,5299,4470.01"
"-828.99,5314,4485.01"
"-828.99,5329,4500.01"
"-828.99,5344,4515.01"
"-828.99,5359,4530.01"
"-828.99,5374,4545.01"
"-828.99,5389,4560.01"
"-828.99,5404,4575.01"
"-828.99,5419,4590.01"
"-828.99,5434,4605.01"
"-828.99,5449,4620.01"
"-828.99,5464,4635.01"
"-828.99,5479,4650.01"
"-828.99,5494,4665.01"
"-828.99,5509,4680.01"
"-828.99,5524,4695.01"
"-828.99,5539,4710.01"
"-828.99,5554,4725.01"
"-828.99,5569,4740.01"
"-828.99,5584,4755.01"
"-828.99,5599,4770.01"
"-828.99,5614,4785.01"
"-828.99,5629,4800.01"
"-828.99,5644,4815.01"
"-828.99,5659,4830.01"
"-828.99,5674,4845.01"
"-828.99,5689,4860.01"
"-828.99,5704,4875.01"
"-828.99,5719,4890.01"
"-828.99,5734,4905.01"
"-828.99,5749,4920.01"
"-828.99,5764,4935.01"
"-828.99,5779,4950.01"
"-828.99,5794,4965.01"
"-828.99,5809,4980.01"
"-828.99,5824,4995.01"
"-828.99,5839,5010.01"
"-828.99,5854,5025.01"
"-828.99,5869,5040.01"
"-828.99,5884,5055.01"
"-828.99,5899,5070.01"
"-828.99,5914,5085.01"
""
