"yaw [deg], yaw_time [ms], yaw_crc"
"2.13,15004,15006.13"
"2.13,15019,15021.13"
"2.14,15034,15036.14"
"2.14,15049,15051.14"
"2.14,15064,15066.14"
"2.15,15079,15081.15"
"2.15,15094,15096.15"
"2.15,15109,15111.15"
"2.15,15124,15126.15"
"2.15,15139,15141.15"
"2.15,15154,15156.15"
"2.15,15169,15171.15"
"2.14,15184,15186.14"
"2.14,15199,15201.14"
"2.13,15214,15216.13"
"2.13,15229,15231.13"
"2.13,15244,15246.13"
"2.12,15259,15261.12"
"2.12,15274,15276.12"
"2.12,15289,15291.12"
"2.12,15304,15306.12"
"2.12,15319,15321.12"
"2.11,15334,15336.11"
"2.11,15349,15351.11"
"2.11,15364,15366.11"
"2.10,15379,15381.10"
"2.10,15394,15396.10"
"2.10,15409,15411.10"
"2.10,15424,15426.10"
"2.10,15439,15441.10"
"2.10,15454,15456.10"
"2.09,15469,15471.09"
"2.09,15484,15486.09"
"2.09,15499,15501.09"
"2.09,15514,15516.09"
"2.09,15529,15531.09"
"2.09,15544,15546.09"
"2.09,15559,15561.09"
"2.09,15574,15576.09"
"2.09,15589,15591.09"
"2.09,15604,15606.09"
"2.09,15619,15621.09"
"2.09,15634,15636.09"
"2.09,15649,15651.09"
"2.09,15664,15666.09"
"2.10,15679,15681.10"
"2.10,15694,15696.10"
"2.10,15709,15711.10"
"2.10,15724,15726.10"
"2.10,15739,15741.10"
"2.10,15754,15756.10"
"2.10,15769,15771.10"
"2.10,15784,15786.10"
"2.10,15799,15801.10"
"2.10,15814,15816.10"
"2.10,15829,15831.10"
"2.10,15844,15846.10"
"2.10,15859,15861.10"
"2.10,15874,15876.10"
"2.10,15889,15891.10"
"2.10,15904,15906.10"
"2.10,15919,15921.10"
"2.10,15934,15936.10"
"2.10,15949,15951.10"
"2.10,15964,15966.10"
"2.10,15979,15981.10"
"2.10,15994,15996.10"
"2.10,16009,16011.10"
"2.10,16024,16026.10"
"2.10,16039,16041.10"
"2.10,16054,16056.10"
"2.10,16069,16071.10"
"2.10,16084,16086.10"
"2.10,16099,16101.10"
"2.09,16114,16116.09"
"2.09,16129,16131.09"
"2.09,16144,16146.09"
"2.09,16159,16161.09"
"2.09,16174,16176.09"
"2.09,16189,16191.09"
"2.09,16204,16206.09"
"2.09,16219,16221.09"
"2.09,16234,16236.09"
"2.09,16249,16251.09"
"2.09,16264,16266.09"
"2.09,16279,16281.09"
"2.10,16294,16296.10"
"2.10,16309,16311.10"
"2.11,16324,16326.11"
"2.11,16339,16341.11"
"2.11,16354,16356.11"
"2.12,16369,16371.12"
"2.12,16384,16386.12"
"2.12,16399,16401.12"
"2.12,16414,16416.12"
"2.12,16429,16431.12"
"2.12,16444,16446.12"
"2.12,16459,16461.12"
"2.12,16474,16476.12"
"2.12,16489,16491.12"
"2.12,16504,16506.12"
"2.12,16519,16521.12"
"2.12,16534,16536.12"
"2.12,16549,16551.12"
"2.12,16564,16566.12"
"2.12,16579,16581.12"
"2.12,16594,16596.12"
"2.12,16609,16611.12"
"2.12,16624,16626.12"
"2.12,16639,16641.12"
"2.12,16654,16656.12"
"2.12,16669,16671.12"
"2.12,16684,16686.12"
"2.12,16699,16701.12"
"2.12,16714,16716.12"
"2.12,16729,16731.12"
"2.12,16744,16746.12"
"2.12,16759,16761.12"
"2.12,16774,16776.12"
"2.12,16789,16791.12"
"2.12,16804,16806.12"
"2.12,16819,16821.12"
"2.12,16834,16836.12"
"2.12,16849,16851.12"
"2.12,16864,16866.12"
"2.12,16879,16881.12"
"2.12,16894,16896.12"
"2.12,16909,16911.12"
"2.12,16924,16926.12"
"2.12,16939,16941.12"
"2.12,16954,16956.12"
"2.12,16969,16971.12"
"2.12,16984,16986.12"
"2.12,16999,17001.12"
"2.12,17014,17016.12"
"2.12,17029,17031.12"
"2.12,17044,17046.12"
"2.12,17059,17061.12"
"2.12,17074,17076.12"
"2.12,17089,17091.12"
"2.12,17104,17106.12"
"2.12,17119,17121.12"
"2.12,17134,17136.12"
"2.12,17149,17151.12"
"2.12,17164,17166.12"
"2.12,17179,17181.12"
"2.12,17194,17196.12"
"2.12,17209,17211.12"
"2.12,17224,17226.12"
"2.12,17239,17241.12"
"2.12,17254,17256.12"
"2.12,17269,17271.12"
"2.12,17284,17286.12"
"2.12,17299,17301.12"
"2.12,17314,17316.12"
"2.12,17329,17331.12"
"2.12,17344,17346.12"
"2.12,17359,17361.12"
"2.12,17374,17376.12"
"2.12,17389,17391.12"
"2.12,17404,17406.12"
"2.12,17419,17421.12"
"2.12,17434,17436.12"
"2.12,17449,17451.12"
"2.12,17464,17466.12"
"2.12,17479,17481.12"
"2.12,17494,17496.12"
"2.12,17509,17511.12"
"2.12,17524,17526.12"
"2.12,17539,17541.12"
"2.12,17554,17556.12"
"2.12,17569,17571.12"
"2.12,17584,17586.12"
"2.13,17599,17601.13"
"2.13,17614,17616.13"
"2.13,17629,17631.13"
"2.14,17644,17646.14"
"2.14,17659,17661.14"
"2.14,17674,17676.14"
"2.14,17689,17691.14"
"2.13,17704,17706.13"
"2.13,17719,17721.13"
"2.13,17734,17736.13"
"2.13,17749,17751.13"
"2.13,17764,17766.13"
"2.13,17779,17781.13"
"2.12,17794,17796.12"
"2.12,17809,17811.12"
"2.12,17824,17826.12"
"2.12,17839,17841.12"
"2.12,17854,17856.12"
"2.12,17869,17871.12"
"2.12,17884,17886.12"
"2.12,17899,17901.12"
"2.12,17914,17916.12"
"2.12,17929,17931.12"
"2.12,17944,17946.12"
"2.12,17959,17961.12"
"2.12,17974,17976.12"
"2.12,17989,17991.12"
"2.12,18004,18006.12"
"2.12,18019,18021.12"
"2.12,18034,18036.12"
"2.13,18049,18051.13"
"2.13,18064,18066.13"
"2.13,18079,18081.13"
"2.13,18094,18096.13"
"2.13,18109,18111.13"
"2.13,18124,18126.13"
"2.13,18139,18141.13"
"2.13,18154,18156.13"
"2.13,18169,18171.13"
"2.13,18184,18186.13"
"2.13,18199,18201.13"
"2.13,18214,18216.13"
"2.13,18229,18231.13"
"2.13,18244,18246.13"
"2.13,18259,18261.13"
"2.13,18274,18276.13"
"2.13,18289,18291.13"
"2.13,18304,18306.13"
"2.13,18319,18321.13"
"2.13,18334,18336.13"
"2.13,18349,18351.13"
"2.13,18364,18366.13"
"2.13,18379,18381.13"
"2.13,18394,18396.13"
"2.13,18409,18411.13"
"2.13,18424,18426.13"
"2.13,18439,18441.13"
"2.13,18454,18456.13"
"2.13,18469,18471.13"
"2.13,18484,18486.13"
"2.13,18499,18501.13"
"2.13,18514,18516.13"
"2.13,18529,18531.13"
"2.13,18544,18546.13"
"2.13,18559,18561.13"
"2.13,18574,18576.13"
"2.13,18589,18591.13"
"2.13,18604,18606.13"
"2.13,18619,18621.13"
"2.13,18634,18636.13"
"2.13,18649,18651.13"
"2.13,18664,18666.13"
"2.13,18679,18681.13"
"2.13,18694,18696.13"
"2.14,18709,18711.14"
"2.14,18724,18726.14"
"2.14,18739,18741.14"
"2.14,18754,18756.14"
"2.14,18769,18771.14"
"2.14,18784,18786.14"
"2.15,18799,18801.15"
"2.15,18814,18816.15"
"2.15,18829,18831.15"
"2.15,18844,18846.15"
"2.15,18859,18861.15"
"2.15,18874,18876.15"
"2.15,18889,18891.15"
"2.15,18904,18906.15"
"2.15,18919,18921.15"
"2.15,18934,18936.15"
"2.15,18949,18951.15"
"2.15,18964,18966.15"
"2.15,18979,18981.15"
"2.15,18994,18996.15"
"2.15,19009,19011.15"
"2.15,19024,19026.15"
"2.15,19039,19041.15"
"2.15,19054,19056.15"
"2.15,19069,19071.15"
"2.15,19084,19086.15"
"2.15,19099,19101.15"
"2.15,19114,19116.15"
"2.15,19129,19131.15"
"2.15,19144,19146.15"
"2.15,19159,19161.15"
"2.15,19174,19176.15"
"2.15,19189,19191.15"
"2.15,19204,19206.15"
"2.15,19219,19221.15"
"2.15,19234,19236.15"
"2.15,19249,19251.15"
"2.15,19264,19266.15"
"2.15,19279,19281.15"
"2.15,19294,19296.15"
"2.15,19309,19311.15"
"2.15,19324,19326.15"
"2.15,19339,19341.15"
"2.15,19354,19356.15"
"2.15,19369,19371.15"
"2.15,19384,19386.15"
"2.15,19399,19401.15"
"2.15,19414,19416.15"
"2.15,19429,19431.15"
""
